,StationId,StationName,Date,PM2.5,NOx,SO2,O3,Temp,RH,WS
0,DL030,"Pusa, Delhi - IMD",2017-09-06,75.28,8.5,,22.76,,,
1,DL030,"Pusa, Delhi - IMD",2017-09-07,66.07,8.49,,22.61,,,
2,DL030,"Pusa, Delhi - IMD",2017-09-08,57.6,10.44,,24.82,,,
3,DL030,"Pusa, Delhi - IMD",2017-09-09,50.86,13.76,,24.03,,,
4,DL030,"Pusa, Delhi - IMD",2017-09-10,63.64,13.89,,25.23,,,
5,DL030,"Pusa, Delhi - IMD",2017-09-11,60.53,13.88,,27.3,,,
6,DL030,"Pusa, Delhi - IMD",2017-09-12,49.5,13.84,,23.9,,,
7,DL030,"Pusa, Delhi - IMD",2017-09-13,,,,,,,
8,DL030,"Pusa, Delhi - IMD",2017-09-14,,,,,,,
9,DL030,"Pusa, Delhi - IMD",2017-09-15,35.27,13.87,,28.79,,,
10,DL030,"Pusa, Delhi - IMD",2017-09-16,39.27,14.1,,29.16,,,
11,DL030,"Pusa, Delhi - IMD",2017-09-17,32.72,14.41,,23.5,,,
12,DL030,"Pusa, Delhi - IMD",2017-09-18,34.13,14.05,,24.45,,,
13,DL030,"Pusa, Delhi - IMD",2017-09-19,33.71,14.08,,23.95,,,
14,DL030,"Pusa, Delhi - IMD",2017-09-20,55.34,14.01,,23.75,,,
15,DL030,"Pusa, Delhi - IMD",2017-09-21,55.4,14.07,,24.29,,,
16,DL030,"Pusa, Delhi - IMD",2017-09-22,,,,,,,
17,DL030,"Pusa, Delhi - IMD",2017-09-23,,,,,,,
18,DL030,"Pusa, Delhi - IMD",2017-09-24,25.42,14.16,,21.75,,,
19,DL030,"Pusa, Delhi - IMD",2017-09-25,36.21,14.14,,22.1,,,
20,DL030,"Pusa, Delhi - IMD",2017-09-26,48.43,14.1,,21.29,,,
21,DL030,"Pusa, Delhi - IMD",2017-09-27,47.69,14.1,,17.42,,,
22,DL030,"Pusa, Delhi - IMD",2017-09-28,44.5,14.12,,17.48,,,
23,DL030,"Pusa, Delhi - IMD",2017-09-29,69.59,14.12,,,,,
24,DL030,"Pusa, Delhi - IMD",2017-09-30,,14.1,,,,,
25,DL030,"Pusa, Delhi - IMD",2017-10-01,34.36,14.09,,,,,
26,DL030,"Pusa, Delhi - IMD",2017-10-02,57.42,14.1,,,,,
27,DL030,"Pusa, Delhi - IMD",2017-10-03,,14.08,,,,,
28,DL030,"Pusa, Delhi - IMD",2017-10-04,,14.08,,,,,
29,DL030,"Pusa, Delhi - IMD",2017-10-05,,14.87,,,,,
30,DL030,"Pusa, Delhi - IMD",2017-10-06,,14.78,,,,,
31,DL030,"Pusa, Delhi - IMD",2017-10-07,,13.97,,,,,
32,DL030,"Pusa, Delhi - IMD",2017-10-08,,14.06,,,,,
33,DL030,"Pusa, Delhi - IMD",2017-10-09,,14.14,,,,,
34,DL030,"Pusa, Delhi - IMD",2017-10-10,,10.64,,,,,
