,StationId,StationName,Date,PM2.5,NOx,SO2,O3,Temp,RH,WS
0,DL032,"Rohini, Delhi - DPCC",2018-02-01,167.77,59.27,6.19,,,,
1,DL032,"Rohini, Delhi - DPCC",2018-02-02,138.89,36.09,6.5,5.0,,,
2,DL032,"Rohini, Delhi - DPCC",2018-02-03,140.38,39.69,9.63,,,,
3,DL032,"Rohini, Delhi - DPCC",2018-02-04,163.0,40.29,10.01,6.95,,,
4,DL032,"Rohini, Delhi - DPCC",2018-02-05,214.84,59.2,12.25,30.46,,,
5,DL032,"Rohini, Delhi - DPCC",2018-02-06,168.75,37.08,10.83,33.39,,,
6,DL032,"Rohini, Delhi - DPCC",2018-02-07,149.51,32.74,10.45,55.01,,,
7,DL032,"Rohini, Delhi - DPCC",2018-02-08,254.67,69.29,10.48,35.22,,,
8,DL032,"Rohini, Delhi - DPCC",2018-02-09,246.72,60.66,13.05,34.41,,,
9,DL032,"Rohini, Delhi - DPCC",2018-02-10,244.59,81.79,6.98,32.17,,,
10,DL032,"Rohini, Delhi - DPCC",2018-02-11,156.0,74.65,10.34,24.44,,,
11,DL032,"Rohini, Delhi - DPCC",2018-02-12,72.38,31.59,5.55,22.6,,,
12,DL032,"Rohini, Delhi - DPCC",2018-02-13,112.06,49.47,9.12,26.45,,,
13,DL032,"Rohini, Delhi - DPCC",2018-02-14,87.04,21.44,7.52,31.94,,,
14,DL032,"Rohini, Delhi - DPCC",2018-02-15,105.62,21.78,9.66,35.83,,,
15,DL032,"Rohini, Delhi - DPCC",2018-02-16,131.62,32.14,9.42,31.51,,,
16,DL032,"Rohini, Delhi - DPCC",2018-02-17,145.26,28.61,9.87,31.11,,,
17,DL032,"Rohini, Delhi - DPCC",2018-02-18,145.79,47.18,10.4,24.09,,,
18,DL032,"Rohini, Delhi - DPCC",2018-02-19,232.17,82.56,18.13,20.39,,,
19,DL032,"Rohini, Delhi - DPCC",2018-02-20,202.08,68.62,13.89,32.1,,,
20,DL032,"Rohini, Delhi - DPCC",2018-02-21,214.92,109.67,15.25,50.41,,,
21,DL032,"Rohini, Delhi - DPCC",2018-02-22,186.68,71.5,17.87,39.45,,,
22,DL032,"Rohini, Delhi - DPCC",2018-02-23,176.58,62.36,18.8,26.69,,,
23,DL032,"Rohini, Delhi - DPCC",2018-02-24,204.9,62.92,19.44,40.55,,,
24,DL032,"Rohini, Delhi - DPCC",2018-02-25,,46.36,14.96,20.65,,,
25,DL032,"Rohini, Delhi - DPCC",2018-02-26,54.18,29.13,8.26,34.9,,,
26,DL032,"Rohini, Delhi - DPCC",2018-02-27,87.77,29.84,10.91,33.4,,,
27,DL032,"Rohini, Delhi - DPCC",2018-02-28,168.62,41.78,12.85,25.67,,,
28,DL032,"Rohini, Delhi - DPCC",2018-03-01,127.93,36.18,12.59,26.22,,,
29,DL032,"Rohini, Delhi - DPCC",2018-03-02,135.39,57.65,11.55,30.8,,,
30,DL032,"Rohini, Delhi - DPCC",2018-03-03,107.96,37.4,12.42,24.5,,,
31,DL032,"Rohini, Delhi - DPCC",2018-03-04,76.67,27.56,11.08,25.47,,,
32,DL032,"Rohini, Delhi - DPCC",2018-03-05,73.57,28.68,11.1,31.01,,,
33,DL032,"Rohini, Delhi - DPCC",2018-03-06,70.88,19.9,10.04,41.25,,,
34,DL032,"Rohini, Delhi - DPCC",2018-03-07,89.7,26.17,10.74,43.22,,,
