,StationId,StationName,Date,PM2.5,NOx,SO2,O3,Temp,RH,WS
0,WB009,"Fort William, Kolkata - WBPCB",2019-05-31,28.59,20.31,1.24,26.32,,,
1,WB009,"Fort William, Kolkata - WBPCB",2019-06-01,35.19,22.51,1.6,24.71,,,
2,WB009,"Fort William, Kolkata - WBPCB",2019-06-02,24.6,35.13,2.71,26.48,,,
3,WB009,"Fort William, Kolkata - WBPCB",2019-06-03,25.65,22.51,3.2,40.2,,,
4,WB009,"Fort William, Kolkata - WBPCB",2019-06-04,26.24,36.25,3.24,25.78,,,
5,WB009,"Fort William, Kolkata - WBPCB",2019-06-05,24.27,10.22,1.51,22.53,,,
6,WB009,"Fort William, Kolkata - WBPCB",2019-06-06,19.03,30.04,1.54,25.06,,,
7,WB009,"Fort William, Kolkata - WBPCB",2019-06-07,19.26,34.76,1.68,27.58,,,
8,WB009,"Fort William, Kolkata - WBPCB",2019-06-08,12.37,36.82,1.73,26.87,,,
9,WB009,"Fort William, Kolkata - WBPCB",2019-06-09,26.08,124.19,3.72,28.15,,,
10,WB009,"Fort William, Kolkata - WBPCB",2019-06-10,28.93,14.62,1.22,32.86,,,
11,WB009,"Fort William, Kolkata - WBPCB",2019-06-11,28.07,75.07,1.19,33.57,,,
12,WB009,"Fort William, Kolkata - WBPCB",2019-06-12,32.47,10.76,1.4,31.0,,,
13,WB009,"Fort William, Kolkata - WBPCB",2019-06-13,44.3,24.09,4.83,55.32,,,
14,WB009,"Fort William, Kolkata - WBPCB",2019-06-14,52.04,21.79,1.51,54.29,,,
15,WB009,"Fort William, Kolkata - WBPCB",2019-06-15,34.63,43.99,2.55,29.08,,,
16,WB009,"Fort William, Kolkata - WBPCB",2019-06-16,30.45,14.87,5.22,35.31,,,
17,WB009,"Fort William, Kolkata - WBPCB",2019-06-17,49.41,0.0,4.21,30.54,,,
18,WB009,"Fort William, Kolkata - WBPCB",2019-06-18,49.21,24.06,1.62,25.1,,,
19,WB009,"Fort William, Kolkata - WBPCB",2019-06-19,50.84,32.25,1.53,31.88,,,
20,WB009,"Fort William, Kolkata - WBPCB",2019-06-20,41.28,32.24,2.39,18.72,,,
21,WB009,"Fort William, Kolkata - WBPCB",2019-06-21,20.83,29.56,1.24,17.04,,,
22,WB009,"Fort William, Kolkata - WBPCB",2019-06-22,19.29,53.25,1.67,23.8,,,
23,WB009,"Fort William, Kolkata - WBPCB",2019-06-23,16.17,69.12,1.37,20.28,,,
24,WB009,"Fort William, Kolkata - WBPCB",2019-06-24,31.67,29.45,2.43,29.69,,,
25,WB009,"Fort William, Kolkata - WBPCB",2019-06-25,23.13,18.97,3.2,32.65,,,
26,WB009,"Fort William, Kolkata - WBPCB",2019-06-26,18.72,28.78,2.8,29.79,,,
27,WB009,"Fort William, Kolkata - WBPCB",2019-06-27,22.92,75.92,3.85,30.77,,,
28,WB009,"Fort William, Kolkata - WBPCB",2019-06-28,30.44,15.14,4.39,53.52,,,
29,WB009,"Fort William, Kolkata - WBPCB",2019-06-29,43.09,16.44,3.08,49.67,,,
30,WB009,"Fort William, Kolkata - WBPCB",2019-06-30,45.24,17.45,2.16,24.54,,,
31,WB009,"Fort William, Kolkata - WBPCB",2019-07-01,27.18,18.0,2.41,28.8,,,
32,WB009,"Fort William, Kolkata - WBPCB",2019-07-02,18.38,14.55,5.64,40.93,,,
33,WB009,"Fort William, Kolkata - WBPCB",2019-07-03,21.12,14.15,2.07,45.3,,,
34,WB009,"Fort William, Kolkata - WBPCB",2019-07-04,31.93,12.63,2.65,46.99,,,
35,WB009,"Fort William, Kolkata - WBPCB",2019-07-05,32.31,18.3,2.07,26.06,,,
