,StationId,StationName,Date,PM2.5,NOx,SO2,O3,Temp,RH,WS
0,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-01,,36.86,12.36,18.85,,,
1,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-02,,37.67,10.14,15.46,,,
2,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-03,,5.19,133.86,20.64,,,
3,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-04,,5.65,164.15,16.85,,,
4,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-05,,9.45,91.47,14.89,,,
5,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-06,,9.32,126.67,21.32,,,
6,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-07,,9.83,120.71,24.04,,,
7,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-08,,10.84,99.22,34.61,,,
8,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-09,,5.49,94.64,35.53,,,
9,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-10,,5.84,98.23,36.91,,,
10,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-11,,14.61,119.26,34.24,,,
11,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-12,,17.2,141.84,32.85,,,
12,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-13,,6.03,137.03,30.65,,,
13,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-14,,11.39,105.06,45.21,,,
14,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-15,,8.88,90.35,24.36,,,
15,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-16,,9.03,109.35,22.65,,,
16,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-17,,20.7,,27.47,,,
17,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-18,,11.3,,24.72,,,
18,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-19,,11.97,,28.02,,,
19,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-20,,11.79,,26.15,,,
20,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-21,,,,11.01,,,
21,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-22,,,,23.99,,,
22,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-23,,,,32.32,,,
23,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-24,,,,36.01,,,
24,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-25,,,,14.7,,,
25,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-26,,,,21.07,,,
26,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-27,,7.54,,34.63,,,
27,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-28,,15.9,,68.05,,,
28,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-29,,10.48,,33.61,,,
29,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-30,,16.54,,19.36,,,
30,TN004,"Velachery Res. Area, Chennai - CPCB",2015-01-31,,12.94,,50.72,,,
31,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-01,,8.09,,57.76,,,
32,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-02,,27.15,,52.17,,,
33,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-03,,22.63,,30.75,,,
34,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-04,,20.03,,45.85,,,
35,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-05,,17.89,,33.78,,,
36,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-06,,18.73,,38.28,,,
37,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-07,,21.67,,38.77,,,
38,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-08,,24.95,,40.18,,,
39,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-09,,28.85,,34.62,,,
40,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-10,,19.88,,39.69,,,
41,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-11,,22.48,,53.76,,,
42,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-12,,19.75,,69.89,,,
43,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-13,,14.01,,46.37,,,
44,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-14,,14.38,,35.11,,,
45,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-15,,18.75,,25.29,,,
46,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-16,,15.37,,34.21,,,
47,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-17,,11.78,,29.89,,,
48,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-18,,11.57,,48.12,,,
49,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-19,,13.53,,25.28,,,
50,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-20,,14.11,,25.76,,,
51,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-21,,17.16,,22.31,,,
52,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-22,,13.13,,33.59,,,
53,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-23,,12.35,,22.55,,,
54,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-24,,14.76,,31.14,,,
55,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-25,,22.79,,31.23,,,
56,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-26,,11.34,,33.22,,,
57,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-27,,16.53,,46.26,,,
58,TN004,"Velachery Res. Area, Chennai - CPCB",2015-02-28,,9.77,,25.77,,,
59,TN004,"Velachery Res. Area, Chennai - CPCB",2015-03-01,,10.46,,113.39,,,
60,TN004,"Velachery Res. Area, Chennai - CPCB",2015-03-02,,24.13,,121.81,,,
61,TN004,"Velachery Res. Area, Chennai - CPCB",2015-03-03,,13.89,,78.81,,,
62,TN004,"Velachery Res. Area, Chennai - CPCB",2015-03-04,,10.12,,90.1,,,
