,StationId,StationName,Date,PM2.5,NOx,SO2,O3,Temp,RH,WS
0,MH012,"Vasai West, Mumbai - MPCB",2019-06-03,23.6,3.84,3.81,31.75,,,
1,MH012,"Vasai West, Mumbai - MPCB",2019-06-04,12.92,3.07,3.81,31.91,,,
2,MH012,"Vasai West, Mumbai - MPCB",2019-06-05,11.43,6.09,4.03,29.31,,,
3,MH012,"Vasai West, Mumbai - MPCB",2019-06-06,9.58,3.99,4.03,39.74,,,
4,MH012,"Vasai West, Mumbai - MPCB",2019-06-07,9.3,5.81,4.38,41.89,,,
5,MH012,"Vasai West, Mumbai - MPCB",2019-06-08,10.81,8.54,4.07,43.61,,,
6,MH012,"Vasai West, Mumbai - MPCB",2019-06-09,13.4,8.98,4.13,39.77,,,
7,MH012,"Vasai West, Mumbai - MPCB",2019-06-10,17.25,6.76,4.24,76.41,,,
8,MH012,"Vasai West, Mumbai - MPCB",2019-06-11,17.14,31.29,4.41,42.71,,,
9,MH012,"Vasai West, Mumbai - MPCB",2019-06-12,17.59,39.02,7.88,25.28,,,
10,MH012,"Vasai West, Mumbai - MPCB",2019-06-13,9.83,28.18,3.6,2.1,,,
11,MH012,"Vasai West, Mumbai - MPCB",2019-06-14,16.8,31.68,4.65,2.08,,,
12,MH012,"Vasai West, Mumbai - MPCB",2019-06-15,15.99,33.74,4.85,2.13,,,
13,MH012,"Vasai West, Mumbai - MPCB",2019-06-16,8.85,27.67,4.09,2.09,,,
14,MH012,"Vasai West, Mumbai - MPCB",2019-06-17,7.75,26.16,4.09,2.13,,,
15,MH012,"Vasai West, Mumbai - MPCB",2019-06-18,15.2,29.05,4.2,2.11,,,
16,MH012,"Vasai West, Mumbai - MPCB",2019-06-19,10.38,31.44,4.31,2.12,,,
17,MH012,"Vasai West, Mumbai - MPCB",2019-06-20,12.41,33.67,4.36,2.1,,,
18,MH012,"Vasai West, Mumbai - MPCB",2019-06-21,12.29,30.71,4.21,2.09,,,
19,MH012,"Vasai West, Mumbai - MPCB",2019-06-22,15.46,29.49,4.15,2.07,,,
20,MH012,"Vasai West, Mumbai - MPCB",2019-06-23,13.2,26.49,3.78,2.14,,,
21,MH012,"Vasai West, Mumbai - MPCB",2019-06-24,15.75,29.95,3.68,2.08,,,
22,MH012,"Vasai West, Mumbai - MPCB",2019-06-25,18.46,40.43,4.17,2.11,,,
23,MH012,"Vasai West, Mumbai - MPCB",2019-06-26,15.95,35.23,4.29,2.11,,,
24,MH012,"Vasai West, Mumbai - MPCB",2019-06-27,8.21,29.31,4.17,2.09,,,
25,MH012,"Vasai West, Mumbai - MPCB",2019-06-28,5.72,28.11,4.21,2.05,,,
26,MH012,"Vasai West, Mumbai - MPCB",2019-06-29,7.32,20.53,3.94,2.09,,,
27,MH012,"Vasai West, Mumbai - MPCB",2019-06-30,10.13,28.67,4.13,2.11,,,
28,MH012,"Vasai West, Mumbai - MPCB",2019-07-01,7.55,23.74,10.3,2.11,,,
29,MH012,"Vasai West, Mumbai - MPCB",2019-07-02,7.89,27.41,7.48,2.08,,,
30,MH012,"Vasai West, Mumbai - MPCB",2019-07-03,11.58,31.99,9.44,2.12,,,
31,MH012,"Vasai West, Mumbai - MPCB",2019-07-04,13.11,32.9,6.94,2.12,,,
32,MH012,"Vasai West, Mumbai - MPCB",2019-07-05,12.02,32.97,9.56,2.17,,,
33,MH012,"Vasai West, Mumbai - MPCB",2019-07-06,6.08,1.26,4.07,2.14,,,
34,MH012,"Vasai West, Mumbai - MPCB",2019-07-07,9.0,2.47,4.6,2.18,,,
35,MH012,"Vasai West, Mumbai - MPCB",2019-07-08,9.43,2.66,5.02,2.19,,,
36,MH012,"Vasai West, Mumbai - MPCB",2019-07-09,7.9,3.06,5.44,2.2,,,
37,MH012,"Vasai West, Mumbai - MPCB",2019-07-10,6.35,3.12,6.04,2.16,,,
38,MH012,"Vasai West, Mumbai - MPCB",2019-07-11,,,,,,,
39,MH012,"Vasai West, Mumbai - MPCB",2019-07-12,,,,,,,
40,MH012,"Vasai West, Mumbai - MPCB",2019-07-13,,,,,,,
41,MH012,"Vasai West, Mumbai - MPCB",2019-07-14,,,,,,,
42,MH012,"Vasai West, Mumbai - MPCB",2019-07-15,,,,,,,
43,MH012,"Vasai West, Mumbai - MPCB",2019-07-16,,,,,,,
44,MH012,"Vasai West, Mumbai - MPCB",2019-07-17,,,,,,,
45,MH012,"Vasai West, Mumbai - MPCB",2019-07-18,,,,,,,
46,MH012,"Vasai West, Mumbai - MPCB",2019-07-19,,,,,,,
47,MH012,"Vasai West, Mumbai - MPCB",2019-07-20,,,,,,,
48,MH012,"Vasai West, Mumbai - MPCB",2019-07-21,,,,,,,
49,MH012,"Vasai West, Mumbai - MPCB",2019-07-22,,,,,,,
50,MH012,"Vasai West, Mumbai - MPCB",2019-07-23,,,,,,,
51,MH012,"Vasai West, Mumbai - MPCB",2019-07-24,,,,,,,
52,MH012,"Vasai West, Mumbai - MPCB",2019-07-25,,,,,,,
53,MH012,"Vasai West, Mumbai - MPCB",2019-07-26,,,,,,,
54,MH012,"Vasai West, Mumbai - MPCB",2019-07-27,,,,,,,
55,MH012,"Vasai West, Mumbai - MPCB",2019-07-28,,,,,,,
56,MH012,"Vasai West, Mumbai - MPCB",2019-07-29,,,,,,,
57,MH012,"Vasai West, Mumbai - MPCB",2019-07-30,,,,,,,
58,MH012,"Vasai West, Mumbai - MPCB",2019-07-31,,,,,,,
